global_project_id,report_date,project_name_clean,project_status,sector_clean,agency_clean,annual_outlay,approval_gt_doc_orig,cost_anticipated,cost_escalation_rate_clean,cost_original,cost_overrun_amount_calc,cost_overrun_percent_clean,cost_revised,delay_reason_missing,elapsed_schedule_ratio_clean,expenditure_cumulative,expenditure_ratio,has_clearance_issue,has_land_acquisition_issue,is_ahead_of_schedule,is_revised,month_gap_prev,physical_progress_clean,prev_progress,progress_isna,progress_velocity_clean,project_age_months,project_size_ord,remaining_schedule_months,schedule_slippage_clean,state_clean,time_overrun_months_calc,total_planned_duration_months,time_overrun_prediction,time_overrun_probability,cost_overrun_prediction,cost_overrun_probability,risk_class_prediction,risk_class_probability,risk_class_0_probability,risk_class_1_probability,risk_class_2_probability
018798eaee7e6c2c,2024-04-30,JARAPADA - BUDHAPANK WITH FLY OVER AT TALCHER ROAD 3RD AND 4TH LINE,Ongoing,General,Unknown Agency,,0,1547.38,10.0,4.0,1543.38,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,11.0,0.0,Unknown State,119.0,,1,0.4700344287404074,0,0.2966548745756031,2,0.5157014292896647,0.3533567723126548,0.1309417983976807,0.5157014292896647
018f3ca1c5c9d159,2024-04-30,SECTION FROM KM34/230 TO KM84/550 OF NH214(NH216,Ongoing,General,Unknown Agency,,0,289.67,10.0,3.0,286.67,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,-18.0,0.0,Unknown State,55.0,,1,0.4988560105230926,1,0.6084479163097306,2,0.5918343323343325,0.3565852480852481,0.0515804195804196,0.5918343323343325
01c90abecf173f4b,2024-04-30,PROJECT,Ongoing,General,Unknown Agency,,0,1.0,-0.9782608695652172,46.0,-45.0,-97.82608695652172,,1,,,,False,False,0,0,,,,1,0.0,,1,11.0,0.0,Unknown State,96.0,,1,0.4702659443829085,1,0.9005782421768614,2,0.9463893883893888,0.0216753246753246,0.0319352869352869,0.9463893883893888
02018d11e37d7736,2024-04-30,DAUND - MANMAD (236 KM),Ongoing,General,Unknown Agency,,0,1294.34,10.0,3.0,1291.34,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,8.0,0.0,Unknown State,69.0,,1,0.480323500830882,0,0.3026548745756032,2,0.5696740261372615,0.2940629411438235,0.136263032718915,0.5696740261372615
02313c20ff3c2cf1,2024-04-30,CORPORATION Ltd.),Ongoing,General,Unknown Agency,,0,11.0,-0.9439433318045152,196.23,-185.23,-94.39433318045153,,1,,,,False,False,1,0,,,,1,0.0,,1,-27.0,0.0,Unknown State,-10.0,,1,0.6105463806436894,1,0.8897644894093388,2,0.9452748085248084,0.0154526029526029,0.0392725885225885,0.9452748085248084
02416f945a5682be,2024-04-30,(GAS AUTHORITY OF INDIA LIMITED),Ongoing,General,GAS AUTHORITY OF INDIA LIMITED,,0,10.0,-0.9721642310368824,359.25,-349.25,-97.21642310368824,,1,,,,False,False,0,0,,,,1,0.0,,1,-18.0,0.0,Unknown State,0.0,,1,0.5254555842016017,1,0.8718156705974394,2,0.8998840236560823,0.0630814830594242,0.0370344932844932,0.8998840236560823
02580878d42c92ed,2024-04-30,HAJIPUR,Ongoing,General,Unknown Agency,,0,14.0,-0.4166666666666667,24.0,-10.0,-41.66666666666667,,1,,,,False,False,0,0,,,,1,0.0,,1,2.0,0.0,Unknown State,166.0,,1,0.4607463925861331,1,0.8857239039384375,2,0.909111000111,0.0358485958485958,0.055040404040404,0.909111000111
02afd569b30db289,2024-04-30,RAMANATTUKARA JN.) SECTION OF NH,Ongoing,General,Unknown Agency,,0,273.46,10.0,1.0,272.46,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,8.0,0.0,Unknown State,83.0,,1,0.4704609766784846,1,0.6116239945917529,2,0.5877790999849825,0.3485479895921073,0.0636729104229104,0.5877790999849825
02cf43a59221823c,2024-04-30,CH. 331.030) [HARDEOGANJ VILL,Ongoing,General,Unknown Agency,,0,785.0,0.1103253182461103,707.0,78.0,11.032531824611032,,1,,,,False,False,0,0,,,,1,0.0,,2,-11.0,0.0,Unknown State,62.0,,1,0.4840017134800624,1,0.538294240010537,2,0.6789670264805713,0.2590257789596024,0.0620071945598261,0.6789670264805713
0318d8cc6ca60b8c,2024-04-30,SECTION FROM KM 38/900 TO  95/3,Ongoing,General,Unknown Agency,,0,386.49,10.0,3.0,383.49,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,11.0,0.0,Unknown State,36.0,,1,0.5109625592578024,1,0.5168943201753783,2,0.6402922412554765,0.2998958900576547,0.0598118686868686,0.6402922412554765
031f84afd6d7ec65,2024-04-30,CGD PROJECTS AT THE NILGIRIS AND ERODE DISTRICTS,Ongoing,General,Unknown Agency,,0,2585.0,10.0,5.0,2580.0,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,71.0,0.0,Unknown State,82.0,,0,0.4486747824284819,0,0.2846108202398513,0,0.5494141347128962,0.5494141347128962,0.1136455627705627,0.3369403025165409
03475db0f74e9c6b,2024-04-30,MODERNISATION PROJECT,Ongoing,General,Unknown Agency,,0,2.0,1.0,1.0,1.0,100.0,,1,,,,False,False,0,0,,,,1,0.0,,1,2.0,0.0,Unknown State,44.0,,1,0.5199304945478566,1,0.8695964893283363,2,0.8908769702519702,0.0871395132645132,0.0219835164835164,0.8908769702519702
036828e3ffa4ff34,2024-04-30,"MW SOLAR PV PROJECT IN GUJARAT (LIMBDI, MESANKA AND RADHANPUR)",Ongoing,General,"LIMBDI, MESANKA AND RADHANPUR",,0,2.0,1.0,1.0,1.0,100.0,,1,,,,False,False,0,0,,,,1,0.0,,1,-1.0,0.0,MESANKA AND RADHANPUR) -,37.0,,1,0.5113126178430072,1,0.908482815757816,2,0.9149195804195804,0.0499280719280719,0.0351523476523476,0.9149195804195804
037437a9bd042a37,2024-04-30,IMPROVEMENTS FRO,Ongoing,General,Unknown Agency,,0,2.0,-0.6,5.0,-3.0,-60.0,,1,,,,False,False,0,0,,,,1,0.0,,1,0.0,0.0,Unknown State,73.0,,1,0.4707589548524891,1,0.9033510288787336,2,0.9066039793539794,0.0698131868131868,0.0235828338328338,0.9066039793539794
037c0a7a087db5f7,2024-04-30,CAMPUS AT SOHRA,Ongoing,General,Unknown Agency,,0,348.24,10.0,10.0,338.24,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,3.0,0.0,Unknown State,57.0,,1,0.498138180868214,1,0.5382056942011649,2,0.6561051921934274,0.2921005048872697,0.0517943029193029,0.6561051921934274
0388fe17e3d46939,2024-04-30,OF BATALA BYPASS TILL INTERSE,Ongoing,General,Unknown Agency,,0,1231.74,-0.3908308605341247,2022.0,-790.26,-39.08308605341247,,1,,,,False,False,0,0,,,,1,0.0,,3,14.0,0.0,Unknown State,0.0,,1,0.5432017902577241,0,0.4903004755737143,2,0.4657483243880304,0.1901583139083139,0.3440933617036558,0.4657483243880304
039f8209acf36fd1,2024-04-30,BIJALPURA-BARDIBAS(NEPAL) GC,Ongoing,General,NEPAL,,0,2436.21,10.0,8.0,2428.21,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,23.0,0.0,Unknown State,127.0,,0,0.4458982140754242,0,0.3105056498753724,2,0.4360969847146318,0.4191490192813722,0.1447539960039959,0.4360969847146318
03ae6e14191954c5,2024-04-30,PHULERA - DIGANA DOUBLING,Ongoing,General,Unknown Agency,,0,21.15,6.05,3.0,18.15,605.0,,1,,,,False,False,0,0,,,,1,0.0,,1,0.0,0.0,Unknown State,89.0,,1,0.4688374854076382,1,0.8420140931964524,2,0.8519681439991037,0.0900802242992645,0.0579516317016317,0.8519681439991037
043cde0b3657ad9f,2024-04-30,RAMBAN SECTION OF NH-1A,Ongoing,General,Unknown Agency,,0,7.0,9.0,0.7,6.3,900.0,,1,,,,False,False,0,0,,,,1,0.0,,1,1.0,0.0,Unknown State,46.0,,1,0.5205262112264879,1,0.8284493794995155,2,0.8208653111594286,0.1203535533094356,0.0587811355311355,0.8208653111594286
043f4735c4fc3f2f,2024-04-30,(160 KM),Ongoing,General,Unknown Agency,,0,467.0,1.172093023255814,215.0,252.0,117.2093023255814,,1,,,,False,False,0,0,,,,1,0.0,,2,8.0,0.0,Unknown State,118.0,,1,0.464389127961288,0,0.4934772200370483,2,0.6564089252251015,0.2318154059992295,0.1117756687756687,0.6564089252251015
046aac4e5db69421,2024-04-30,N,Delayed,General,Unknown Agency,,0,83.0,-0.3475714723661146,127.217,-44.217,-34.75714723661146,,1,,,,False,False,0,0,,,,1,0.0,,1,8.0,0.0,Unknown State,134.0,,1,0.4637956826323133,1,0.8821010908586195,2,0.8331408819938231,0.0898872010342598,0.0769719169719169,0.8331408819938231
04a497f28d489a8d,2024-04-30,AMBIKAPUR TO PATHALGAON SECTION,Ongoing,General,Unknown Agency,,0,335.32,10.0,15.0,320.32,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,1.0,0.0,Unknown State,83.0,,1,0.4671920895856735,1,0.5365720861363065,2,0.6726414712738241,0.2593682967359438,0.0679902319902319,0.6726414712738241
050960b3f212c6f2,2024-04-30,NEW LINE,Ongoing,General,Unknown Agency,,0,3677.76,10.0,6.0,3671.76,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,11.0,0.0,Unknown State,105.0,,1,0.4716518326970614,0,0.286363223741071,0,0.4378138820244083,0.4378138820244083,0.2010048146298146,0.3611813033457771
052773b4e0322abb,2024-04-30,"CGD PROJECT AT BEED, JALGAON AND JALNA DISTRICTS",Ongoing,General,Unknown Agency,,0,3.0,-0.75,12.0,-9.0,-75.0,,1,,,,False,False,0,0,,,,1,0.0,,1,71.0,0.0,JALGAON AND JALNA DISTRICTS -,3.0,,1,0.4989098690811355,1,0.9290330041562568,2,0.8843479298479295,0.1004725829725829,0.0151794871794871,0.8843479298479295
055cc57d4fca17a5,2024-04-30,THE STATE OF RAJASTHAN ON EPC M,Ongoing,General,Unknown Agency,,0,2.0,1.0,1.0,1.0,100.0,,1,,,,False,False,0,0,,,,1,0.0,,1,4.0,0.0,Unknown State,32.0,,1,0.5232683541591773,1,0.8695964893283363,2,0.8358964507714508,0.141405747030747,0.0226978021978021,0.8358964507714508
05748607bb25dc1a,2024-04-30,REFINERY,Ongoing,General,Unknown Agency,,0,367.0,10.0,11.0,356.0,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,14.0,0.0,Unknown State,43.0,,1,0.5084015238448572,1,0.5014735725544126,2,0.628969466807702,0.3013633531501178,0.06966718004218,0.628969466807702
05a3236fe23925f0,2024-04-30,FROM (DESIGN KM 45.760 TO KM 63.530) BETWEEN SHIL,Ongoing,General,Unknown Agency,,0,306.28,10.0,3.0,303.28,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,-4.0,0.0,Unknown State,57.0,,1,0.4963097449789053,1,0.5727787198272185,2,0.6215059580941936,0.3374211980829628,0.0410728438228438,0.6215059580941936
061b9cb8ba76b987,2024-04-30,TO 99+500 UNDER RAIPUR VISAKHAPA,Ongoing,General,Unknown Agency,,0,2661.51,0.4212305359164407,1872.68,788.8300000000002,42.12305359164407,,1,,,,False,False,0,0,,,,1,0.0,,3,9.0,0.0,Unknown State,51.0,,1,0.5145882499373013,0,0.3782941405074169,2,0.4639285991785991,0.3244150571650572,0.2116563436563436,0.4639285991785991
0631ab6a120c611e,2024-04-30,ASOLA) KM 463/265 TO KM 481/180 (DES,Ongoing,General,Unknown Agency,,0,3.0,-0.9912280701754388,342.0,-339.0,-99.12280701754386,,1,,,,False,False,0,0,,,,1,0.0,,1,6.0,0.0,Unknown State,31.0,,1,0.5185914917896611,1,0.8982811715880207,2,0.9446460622710624,0.00825,0.0471039377289377,0.9446460622710624
063ac4ad9efef7b4,2024-04-30,SAHARSA AND MADHEPURA,Ongoing,General,Unknown Agency,,0,2880.0,10.0,6.0,2874.0,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,71.0,0.0,Unknown State,129.0,,0,0.4450919930812746,0,0.286363223741071,0,0.5327716105703721,0.5327716105703721,0.1226548867798867,0.344573502649741
06415a60d4f30f67,2024-04-30,FEEDER ROUTE IN THE STATE,Ongoing,General,Unknown Agency,,0,11.0,-0.5416666666666665,24.0,-13.0,-54.16666666666666,,1,,,,False,False,0,0,,,,1,0.0,,1,8.0,0.0,Unknown State,34.0,,1,0.5222260782982246,1,0.8782923615123108,2,0.949946928071928,0.0133869047619047,0.0366661671661671,0.949946928071928
065e384aa9803661,2024-04-30,DISTRICTS,Ongoing,General,Unknown Agency,,0,2996.0,10.0,6.0,2990.0,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,71.0,0.0,Unknown State,129.0,,0,0.4454426027177662,0,0.286363223741071,0,0.5327716105703721,0.5327716105703721,0.1226548867798867,0.344573502649741
0670abffb4109fba,2024-04-30,SAHJANWA - DOHRIGHAT,Ongoing,General,Unknown Agency,,0,4.0,-0.5,8.0,-4.0,-50.0,,1,,,,False,False,0,0,,,,1,0.0,,1,44.0,0.0,Unknown State,140.0,,0,0.4389633263951075,1,0.9043169602192898,2,0.95089498001998,0.0234785353535353,0.0256264846264846,0.95089498001998
071fbd4c5dac60de,2024-04-30,NIMACH-RATLAM (133 KM),Ongoing,General,Unknown Agency,,0,152.44,10.0,2.0,150.44,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,11.0,0.0,Unknown State,25.0,,1,0.5179944529209173,1,0.6870515915974683,2,0.8211376915568089,0.1372897976206799,0.0415725108225108,0.8211376915568089
0745b45c59972037,2024-04-30,APPROACHES WITH INTERCHANGE IN THE ST,Ongoing,General,Unknown Agency,,0,738.9,10.0,2.0,736.9,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,-5.0,0.0,Unknown State,57.0,,1,0.4965365462443913,0,0.476182158561103,2,0.4529854508236861,0.4403625165683988,0.1066520326079149,0.4529854508236861
07feebed810bcb54,2024-04-30,KM 163.59 TO KM 206.66 (PACKAGE,Ongoing,General,Unknown Agency,,0,543.05,10.0,19.0,524.05,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,35.0,0.0,Unknown State,0.0,,1,0.48793047078122,0,0.4572650471766815,2,0.4934203130460871,0.4297234864378828,0.0768562005160302,0.4934203130460871
08199d109a8f8103,2024-04-30,TARANGA HILL ABU ROAD VIA AMBAJI NEW LINE,Ongoing,General,Unknown Agency,,0,12.0,-0.9802306425041186,607.0,-595.0,-98.02306425041186,,1,,,,False,False,0,0,,,,1,0.0,,1,32.0,0.0,Unknown State,48.0,,1,0.4826916272187863,1,0.8828708256412563,2,0.9032393162393162,0.0494047619047618,0.0473559218559218,0.9032393162393162
0824f427e79a7382,2024-04-30,FARDAPUR TO JALGAON,Ongoing,General,Unknown Agency,,0,203.0,7.458333333333332,24.0,179.0,745.8333333333333,,1,,,,False,False,0,0,,,,1,0.0,,2,-1.0,0.0,Unknown State,92.0,,1,0.4677251452471281,1,0.6448014381733219,2,0.6754952800467506,0.2293364535791006,0.0951682663741487,0.6754952800467506
084280e699bf358a,2024-04-30,BATURA WEST OC PROJECT (0.80 MTY),Ongoing,General,Unknown Agency,,0,27213.0,10.0,1.0,27212.0,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,59.0,0.0,Unknown State,62.0,,1,0.4590169292526795,0,0.2884799959637856,0,0.4662247670630023,0.4662247670630023,0.1105037878787878,0.4232714450582098
084310052d0de864,2024-04-30,TREATMENT PLANT AT JAUNPUR  UTTAR PRADESH,Ongoing,General,Unknown Agency,,0,460.45,10.0,12.0,448.45,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,-13.0,0.0,Unknown State,63.0,,1,0.4837071514201664,0,0.4475610519320183,2,0.4840562941530434,0.4402818260600767,0.0756618797868798,0.4840562941530434
08521094a8f14755,2024-04-30,BRUNDAMAL-JHARSUGUDA- FLYOVER CONNECTION FOR JOINING DN LINE,Ongoing,General,Unknown Agency,,0,2361.74,0.0,2361.74,0.0,0.0,,1,,,,False,False,0,0,,,,1,0.0,,3,32.0,0.0,Unknown State,57.0,,1,0.4774001153120265,0,0.4171259481200167,2,0.5412122448807231,0.3889427909047475,0.0698449642145294,0.5412122448807231
088b33a04a83e914,2024-04-30,JAMMU (PHASE 1),Ongoing,General,Unknown Agency,,0,2.0,1.0,1.0,1.0,100.0,,1,,,,False,False,0,0,,,,1,0.0,,1,1.0,0.0,Unknown State,62.0,,1,0.4897901176667797,1,0.8695964893283363,2,0.8854161859382446,0.0926002975782387,0.0219835164835164,0.8854161859382446
08a7fd2c97e4bdb7,2024-04-30,DSIGN KM32.0 TO KM43.454 [DES,Ongoing,General,Unknown Agency,,0,7.0,0.75,4.0,3.0,75.0,,0,,,,False,True,0,0,,,,1,0.0,,1,10.0,0.0,Unknown State,43.0,,1,0.524662921785603,1,0.821522229850029,2,0.8133755460226045,0.1500670530449942,0.0365574009324009,0.8133755460226045
08a9cb252b4e61a5,2024-04-30,SEWER NETWORKS   SPS AND STP  HAJIPUR,Ongoing,General,Unknown Agency,,0,356.37,10.0,5.0,351.37,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,-8.0,0.0,Unknown State,75.0,,1,0.4680502819449881,1,0.5089479156023256,2,0.676238069120422,0.271314988932636,0.0524469419469419,0.676238069120422
08d1c27e8437461e,2024-04-30,EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S,Ongoing,General,Unknown Agency,,0,237.8,10.0,11.0,226.8,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,-52.0,0.0,Unknown State,25.0,,1,0.514220906653527,1,0.6138789230406825,2,0.6107307553557554,0.3455297757797758,0.0437394688644688,0.6107307553557554
08f09f02f97ffa4b,2024-04-30,FEROZPUR - PATTI (25.72 KM),Ongoing,General,Unknown Agency,,0,404.0,10.0,6.0,398.0,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,35.0,0.0,Unknown State,213.0,,0,0.4327063458285177,0,0.4950213212909316,2,0.6038649727895083,0.3451813101758922,0.0509537170345993,0.6038649727895083
09320bebf1c52bc2,2024-04-30,NOKH PLOT-3 SOLAR PV PROJECT 245MW,Ongoing,General,Unknown Agency,,0,1782.0,10.0,3.0,1779.0,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,5.0,0.0,Unknown State,54.0,,1,0.5042610655512146,0,0.2936897924878795,2,0.5142622704093293,0.3396495946863594,0.1460881349043113,0.5142622704093293
09442d214facd7cb,2024-04-30,LANING OF KOHIMA - JESSAMI SECTION (PACKAGE I),Ongoing,General,PACKAGE I,,0,229.0,10.0,3.0,226.0,1000.0,,0,,,,False,True,0,0,,,,1,0.0,,2,-7.0,0.0,Unknown State,30.0,,1,0.5048233642596172,1,0.6189567211581146,2,0.603807841668136,0.3412275396172454,0.0549646187146187,0.603807841668136
09766bac6ed13703,2024-04-30,.900 TO 93.000 IN THE STATE OF J,Ongoing,General,Unknown Agency,,0,1843.59,10.0,4.0,1839.59,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,13.0,0.0,Unknown State,37.0,,1,0.5127146796566903,0,0.2879577052604651,2,0.4989489676989679,0.341276196026196,0.1597748362748362,0.4989489676989679
098d14c3365fe154,2024-04-30,GUDHA THATHANA MITHRI TEST TRACK FOR RDSO,Ongoing,General,Unknown Agency,,0,410.08,10.0,2.0,408.08,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,11.0,0.0,Unknown State,337.0,,1,0.4617350748333898,0,0.4727161375183192,2,0.5807416252048605,0.3465338076955724,0.0727245670995671,0.5807416252048605
099f6c6eaf866fc2,2024-04-30,TLABUNG - LUNGLEI PKG-A,Ongoing,General,Unknown Agency,,0,242.3,-0.8800495049504949,2020.0,-1777.7,-88.0049504950495,,1,,,,False,False,0,0,,,,1,0.0,,2,8.0,0.0,Unknown State,27.0,,1,0.5258160488479452,1,0.7736494761486928,2,0.6744011854158913,0.0827268662709839,0.2428719483131247,0.6744011854158913
09cb6b058344a45c,2024-04-30,LAKE,Ongoing,General,Unknown Agency,,0,2397.72,10.0,4.0,2393.72,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,-4.0,0.0,Unknown State,164.0,,1,0.4651919139942974,0,0.2846108202398513,0,0.5637544955044954,0.5637544955044954,0.1825191752691752,0.2537263292263292
09d5079d5a9fa13b,2024-04-30,KHELLANI-KHANABAL PKG-2,Ongoing,General,Unknown Agency,,0,1383.78,10.0,3.0,1380.78,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,3,16.0,0.0,Unknown State,89.0,,1,0.4648407581625979,0,0.3026548745756032,2,0.5810543623043624,0.3462393994893994,0.0727062382062382,0.5810543623043624
09dffd47c5b2a2e6,2024-04-30,PALPHATA TO PHULAMBARI,Ongoing,General,Unknown Agency,,0,169.0,-0.91646070192783,2023.0,-1854.0,-91.646070192783,,1,,,,False,False,0,0,,,,1,0.0,,2,-4.0,0.0,Unknown State,71.0,,1,0.4792446210585744,1,0.7795865902450606,2,0.7114985047632107,0.1377811355311355,0.1507203597056537,0.7114985047632107
09f3b729b819c33f,2024-04-30,SILCHAR VAIRENGTE SAIRANG ROAD PKG-1,Ongoing,General,Unknown Agency,,0,12.0,0.7142857142857143,7.0,5.0,71.42857142857143,,1,,,,False,False,0,0,,,,1,0.0,,1,27.0,0.0,Unknown State,31.0,,1,0.4907530841876608,1,0.858035534574006,2,0.950284951159951,0.0421402625152625,0.0075747863247863,0.950284951159951
0a709346bf6004ef,2024-04-30,INDORE METRO RAIL,Ongoing,General,Unknown Agency,,0,6.0,0.0,6.0,0.0,0.0,,1,,,,False,False,0,0,,,,1,0.0,,1,32.0,0.0,Unknown State,30.0,,1,0.491042938559234,1,0.8788207057005711,2,0.9227150488400488,0.0752016178266178,0.0020833333333333,0.9227150488400488
0a72e29bb80a602a,2024-04-30,KM 41+260 (EXISTING LENGTH: 8.130 KM); DESIGN,Ongoing,General,Unknown Agency,,0,819.95,10.0,12.0,807.95,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,2,-4.0,0.0,Unknown State,96.0,,1,0.4658112376834664,0,0.4471221041925078,0,0.6217181812575034,0.6217181812575034,0.0778063277302407,0.3004754910122557
0aa90a97f93ef4ce,2024-04-30,PROTECTION SYSTEM 500 RKM,Ongoing,General,Unknown Agency,,0,119.73,10.0,4.0,115.73,1000.0,,1,,,,False,False,0,0,,,,1,0.0,,1,-1.0,0.0,Unknown State,83.0,,1,0.4697138904953593,1,0.8248860890824403,2,0.8647486320868673,0.1031788570906218,0.0320725108225108,0.8647486320868673
